artist_name,track_name,duration_ms,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,mood
Shawn Mendes,Perfectly Wrong,212773,2018,67,0.361,0.311,2,-11.748,0,0.0369,0.872,0.0,0.0987,0.3229999999999999,89.36200000000002,SAD
Joji,worldstar money (interlude),126312,2018,62,0.5770000000000001,0.387,7,-8.607000000000001,1,0.274,0.964,0.705,0.208,0.459,146.565,SAD
Sleeping At Last,Two,258609,2019,65,0.504,0.327,4,-9.49,1,0.0367,0.902,7.63e-06,0.445,0.299,132.803,SAD
Dean Lewis,Waves,242480,2020,2,0.517,0.755,11,-5.888,0,0.0423,0.203,0.0,0.0723,0.37,157.011,SAD
Dean Lewis,Waves,242480,2020,1,0.517,0.755,11,-5.888,0,0.0423,0.203,0.0,0.0723,0.37,157.011,SAD
Lata Mangeshkar,Dil Ka Sahara Toot Na Jaye,185574,1949,0,0.693,0.297,1,-10.519,0,0.0472,0.979,0.000155,0.135,0.731,122.976,HAPPY
"Lata Mangeshkar, Mukesh",Ek Pyar Ka Naghma Hai,355453,1972,27,0.384,0.383,2,-10.866,1,0.0331,0.835,0.000214,0.452,0.486,96.961,SAD
Lehmber Hussainpuri,Sadi Gali,264900,2011,53,0.726,0.994,5,-2.4330000000000003,0,0.0543,0.021,0.0108,0.222,0.779,129.989,HAPPY
Imagine Dragons,Selene,240067,2012,45,0.561,0.69,0,-4.813,1,0.0258,0.000816,5.01e-06,0.118,0.5670000000000001,94.992,ANGRY
Zack Hemsey,Don't Get in My Way,408097,2013,56,0.649,0.738,8,-6.181,1,0.0395,0.237,0.95,0.118,0.165,87.98700000000002,ANGRY
"Vishal Dadlani, Shalmali Kholgade",Balam Pichkari,288903,2013,57,0.732,0.944,0,-4.115,1,0.09,0.209,0.0,0.403,0.957,120.019,HAPPY
Bring Me The Horizon,Drown,221499,2014,50,0.441,0.977,1,-3.575,0,0.112,0.000154,0.000428,0.8420000000000001,0.389,143.023,ANGRY
NF,Breathe,259107,2016,56,0.446,0.363,1,-10.014,1,0.0783,0.516,2.03e-06,0.374,0.0362,126.772,SAD
Ben Platt,Words Fail,351920,2017,59,0.368,0.237,0,-9.49,1,0.0389,0.792,0.0,0.122,0.328,95.871,SAD
Imagine Dragons,Machine,181880,2018,67,0.638,0.679,4,-5.278,1,0.0425,0.0016,0.00655,0.121,0.596,81.045,SCARED
Imagine Dragons,Birds,219440,2018,73,0.649,0.517,1,-7.428,0,0.0297,0.0146,1.63e-06,0.145,0.35,119.997,ANGRY
"Chelsea Cutler, Jeremy Zucker",please,219067,2019,67,0.718,0.166,6,-15.82,0,0.0344,0.887,0.0216,0.131,0.237,97.947,SAD
Faye Webster,Kingston,202160,2019,63,0.73,0.344,10,-9.541,0,0.0394,0.138,0.00128,0.134,0.5429999999999999,142.129,SCARED
The Weeknd,Blinding Lights,200046,2020,67,0.518,0.727,1,-5.947,1,0.0557,0.00153,0.000152,0.0882,0.342,170.96200000000005,HAPPY
Rod Stewart,I Don't Want to Talk About It - 2009 Remaster,292267,1975,30,0.478,0.282,3,-18.292,1,0.0288,0.7659999999999999,0.0104,0.287,0.399,134.994,HAPPY
System Of A Down,Toxicity,218933,2001,44,0.407,0.8759999999999999,8,-4.145,1,0.0529,0.000254,0.00265,0.215,0.521,116.335,ANGRY
Imagine Dragons,Underdog,206707,2012,44,0.685,0.831,7,-4.5680000000000005,1,0.042,0.0038,6.2e-05,0.124,0.57,99.983,SCARED
Kelly Clarkson,Since U Been Gone,188987,2012,44,0.6609999999999999,0.76,0,-4.882,1,0.0334,0.00193,0.0589,0.116,0.425,131.0,ANGRY
"Swedish House Mafia, John Martin",Don't You Worry Child,403493,2012,53,0.632,0.88,2,-4.051,1,0.0463,0.0144,0.0021,0.118,0.338,129.007,ANGRY
Birdy,Skinny Love,201080,2013,56,0.379,0.29,4,-8.485,1,0.051,0.952,0.00106,0.118,0.1689999999999999,166.467,SAD
CLOVES,Don't Forget About Me,268854,2015,63,0.494,0.243,5,-9.083,0,0.0316,0.8220000000000001,0.00225,0.147,0.0722,126.063,SCARED
Frankie Cosmos,Fool,124022,2016,55,0.511,0.436,9,-10.254,1,0.0409,0.301,7.120000000000001e-05,0.255,0.342,120.207,SCARED
Jorja Smith,Don't Watch Me Cry,190430,2018,69,0.5589999999999999,0.157,1,-10.132,1,0.0414,0.887,0.0,0.107,0.348,130.877,SAD
Lewis Capaldi,Lost On You,197179,2019,67,0.555,0.282,10,-8.228,1,0.0612,0.889,0.0,0.0927,0.382,125.522,SAD
Kishore Kumar,Zindagi Ka Safar,239533,1970,25,0.36,0.404,7,-9.475,0,0.0301,0.924,0.000892,0.234,0.349,106.711,SAD
Hariharan,Shree Hanuman Chalisa,586076,1992,53,0.589,0.885,4,-3.4,1,0.035,0.545,0.0,0.132,0.831,91.01,SCARED
Duster,Constellations,223200,1998,35,0.8640000000000001,0.326,2,-12.607,1,0.0643,0.894,0.858,0.109,0.142,110.328,SCARED
Eminem,Just Lose It,248600,2005,44,0.951,0.618,8,-3.555,1,0.0501,0.0656,6.54e-05,0.256,0.945,121.008,ANGRY
Bring Me The Horizon,Fuck,295333,2010,44,0.221,0.903,0,-6.275,0,0.184,0.00383,0.000328,0.431,0.0395,123.582,ANGRY
Daughter,Home,258973,2012,45,0.677,0.425,7,-11.845,0,0.0259,0.266,0.161,0.118,0.252,103.602,SAD
Young the Giant,Firelight,333987,2014,48,0.3,0.284,3,-13.061,0,0.0307,0.92,0.00149,0.1,0.173,188.203,SAD
Bring Me The Horizon,Oh No,301013,2015,58,0.505,0.8270000000000001,0,-5.517,1,0.0456,0.00626,1.07e-05,0.112,0.0974,114.987,ANGRY
SALES,Pope Is a Rockstar,187333,2016,55,0.725,0.446,4,-8.958,0,0.0287,0.85,0.243,0.107,0.311,90.024,SCARED
Dean Lewis,Need You Now - Acoustic,203263,2017,57,0.601,0.317,10,-8.945,1,0.0497,0.911,0.0,0.181,0.381,137.95,SAD
Sufjan Stevens,Holland,206373,2003,41,0.5720000000000001,0.181,3,-15.893,0,0.0312,0.914,0.00894,0.109,0.207,115.446,SAD
Lady Gaga,Americano,246480,2011,43,0.608,0.841,1,-5.072,1,0.0328,0.000638,7.39e-06,0.507,0.331,127.985,HAPPY
Aaron Lewis,Forever,267613,2012,43,0.555,0.625,8,-5.746,1,0.028,0.0112,4.18e-05,0.128,0.259,137.95,SAD
Azealia Banks,1991,210479,2012,50,0.853,0.6859999999999999,10,-8.314,0,0.268,0.0424,2.79e-06,0.0866,0.5379999999999999,122.97,HAPPY
Sleeping At Last,Earth,268111,2014,51,0.292,0.374,10,-10.495,0,0.0332,0.463,0.000292,0.357,0.247,119.784,SAD
Bring Me The Horizon,Run,222760,2015,58,0.481,0.938,11,-4.759,0,0.0781,0.00301,0.000153,0.0859,0.357,134.96200000000002,ANGRY
Cigarettes After Sex,Sunsetz,214680,2017,54,0.412,0.477,9,-9.381,0,0.029,0.0542,0.7979999999999999,0.0975,0.141,75.30199999999998,SCARED
Tate McRae,Hung up on You,201256,2017,59,0.6729999999999999,0.285,9,-9.69,0,0.0565,0.7559999999999999,2.05e-06,0.0733,0.123,79.002,SAD
Lata Mangeshkar,Pal Bhar Mein Yeh Kya Ho Gaya,308573,1941,9,0.346,0.394,2,-9.985,1,0.0313,0.8109999999999999,0.0,0.176,0.421,122.426,HAPPY
Led Zeppelin,Stairway to Heaven - 2012 Remaster,482830,1971,78,0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.43299999999998,SAD
Led Zeppelin,Stairway to Heaven - 1990 Remaster,478173,1971,68,0.346,0.335,7,-12.453,1,0.0339,0.575,0.00674,0.185,0.213,84.204,SAD
Rod Stewart,I Don't Want to Talk About It - 2008 Remaster,288267,1975,67,0.472,0.373,3,-12.98,1,0.0262,0.872,0.206,0.147,0.459,135.19299999999998,HAPPY
ABBA,Dancing Queen,230693,1976,72,0.539,0.884,9,-6.53,1,0.0403,0.382,0.00166,0.76,0.752,100.812,HAPPY
Bob Marley & The Wailers,Three Little Birds,180267,1977,79,0.8140000000000001,0.482,9,-10.493,1,0.0588,0.0111,1.57e-06,0.0476,0.615,148.404,HAPPY
George Jones,He Stopped Loving Her Today,195760,1980,55,0.351,0.21,8,-14.838,1,0.0334,0.76,0.000138,0.29,0.394,144.25,SAD
Don Williams,"Lord, I Hope This Day Is Good - Single Version",249907,1981,56,0.526,0.388,2,-17.983,1,0.029,0.252,0.00137,0.114,0.7020000000000001,173.82,SCARED
Madness,Our House,201133,1983,59,0.601,0.649,7,-10.57,1,0.0554,0.0285,7.709999999999999e-05,0.127,0.708,121.66,HAPPY
Katrina & The Waves,Walking On Sunshine,238733,1985,78,0.596,0.8690000000000001,10,-11.97,1,0.037,0.0116,0.173,0.0678,0.944,109.902,HAPPY
George Jones,He Stopped Loving Her Today,195333,1987,58,0.43,0.173,8,-18.597,1,0.0321,0.594,0.000111,0.224,0.365,72.10300000000002,SAD
Young MC,Bust A Move,263914,1989,61,0.946,0.772,4,-7.537000000000001,0,0.121,0.0512,2.26e-06,0.0612,0.743,116.972,HAPPY
Metallica,Nothing Else Matters,388733,1991,69,0.5579999999999999,0.364,4,-11.258,0,0.0265,0.0505,5.02e-06,0.0753,0.17,142.171,ANGRY
"""Israel Kamakawiwo'ole""",Somewhere Over The Rainbow_What A Wonderful World,308027,1993,70,0.6629999999999999,0.168,0,-13.725,1,0.0448,0.928,5.68e-05,0.361,0.6779999999999999,85.005,HAPPY
Sheryl Crow,All I Wanna Do,272107,1993,67,0.82,0.528,9,-11.179,1,0.0321,0.111,0.0186,0.257,0.931,120.091,HAPPY
Mariah Carey,Hero,257733,1993,71,0.501,0.378,4,-9.37,1,0.029,0.735,0.0,0.119,0.178,119.987,SCARED
Radiohead,No Surprises,229120,1997,71,0.255,0.393,5,-10.654000000000002,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,SAD
System Of A Down,Toxicity,218933,2001,77,0.413,0.873,8,-4.151,1,0.0535,0.000264,0.0025,0.204,0.481,116.681,ANGRY
"""Israel Kamakawiwo'ole""",Over the Rainbow,211933,2001,71,0.6709999999999999,0.153,0,-13.569,1,0.0404,0.912,5.53e-05,0.0771,0.6579999999999999,85.6,HAPPY
Yiruma,River Flows In You,188787,2001,72,0.314,0.22,9,-21.343000000000004,1,0.0514,0.987,0.943,0.0802,0.116,145.27700000000004,SCARED
Eminem,Without Me,290320,2002,82,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,SCARED
Coldplay,Clocks,307880,2002,76,0.5770000000000001,0.7490000000000001,5,-7.215,0,0.0279,0.599,0.0112,0.183,0.261,130.969,SAD
Linkin Park,Numb,185587,2003,81,0.496,0.863,9,-4.1530000000000005,1,0.0381,0.0046,0.0,0.639,0.243,110.018,SAD
Linkin Park,Numb,185587,2003,60,0.496,0.863,9,-4.1530000000000005,1,0.0381,0.0046,0.0,0.639,0.243,110.018,SAD
Kelly Clarkson,Since U Been Gone,188960,2004,73,0.662,0.741,0,-5.4060000000000015,1,0.0334,0.00165,0.0303,0.114,0.404,131.0,ANGRY
Eminem,Mockingbird,250760,2004,74,0.637,0.6779999999999999,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,ANGRY
Green Day,Holiday / Boulevard of Broken Dreams,493400,2004,70,0.29,0.8270000000000001,8,-3.451,1,0.0362,0.000659,2.55e-06,0.301,0.45,167.08599999999996,ANGRY
The Fray,Over My Head (Cable Car),236267,2005,69,0.5920000000000001,0.7290000000000001,8,-4.1560000000000015,1,0.0448,0.022,0.0,0.0653,0.7090000000000001,116.03,SAD
Three Days Grace,Animal I Have Become,231400,2006,72,0.5529999999999999,0.853,8,-3.668,1,0.0339,0.000684,0.0,0.126,0.506,122.023,ANGRY
Taylor Swift,Our Song,201107,2006,66,0.6679999999999999,0.672,2,-4.931,1,0.0303,0.111,0.0,0.329,0.539,89.01100000000002,SAD
The Script,Breakeven,261427,2008,73,0.63,0.698,10,-4.51,1,0.0244,0.173,0.0,0.0789,0.529,94.023,SAD
Bon Iver,Skinny Love,238520,2008,71,0.593,0.263,4,-14.029000000000002,0,0.0567,0.8440000000000001,5.36e-06,0.127,0.109,76.37899999999998,SAD
The Script,Breakeven,261427,2008,71,0.63,0.696,10,-4.501,1,0.0242,0.144,0.0,0.0835,0.491,94.034,SAD
Mumford & Sons,Little Lion Man,246973,2009,68,0.517,0.481,5,-8.273,1,0.0272,0.0293,1.7899999999999998e-05,0.0903,0.461,138.51,SCARED
"Bon Iver, St. Vincent",Rosyln,289560,2009,71,0.329,0.277,10,-13.111,0,0.0302,0.971,0.024,0.0971,0.121,159.719,SAD
Kesha,TiK ToK,199693,2010,80,0.755,0.8370000000000001,2,-2.718,0,0.142,0.0991,0.0,0.289,0.7140000000000001,120.028,ANGRY
"Eminem, Rihanna",Love The Way You Lie,263373,2010,81,0.7490000000000001,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.6409999999999999,86.98899999999998,ANGRY
"Kanye West, Pusha T",Runaway,547733,2010,72,0.5710000000000001,0.568,1,-3.827,0,0.0703,0.218,0.0021,0.512,0.109,86.986,SAD
Roar,I Can't Handle Change,198213,2010,68,0.247,0.438,5,-8.479,1,0.0358,0.0455,0.000871,0.111,0.39,185.716,SCARED
Dr. Dog,Where'd All the Time Go?,234800,2010,65,0.454,0.82,2,-4.1930000000000005,1,0.0567,0.132,0.000969,0.115,0.575,166.303,SCARED
Adele,Someone Like You,285040,2011,78,0.5589999999999999,0.33,9,-8.251,1,0.0285,0.892,0.0,0.0975,0.285,135.109,SAD
Birdy,Skinny Love,201080,2011,75,0.379,0.29,4,-8.485,1,0.051,0.952,0.00106,0.118,0.1689999999999999,166.467,SAD
David Guetta,Titanium (feat. Sia),245040,2011,67,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,ANGRY
M83,Wait,343253,2011,66,0.4370000000000001,0.229,2,-10.514,1,0.0308,0.221,0.0599,0.0935,0.0754,147.911,SAD
The Cab,Angel With A Shotgun,221387,2011,64,0.546,0.8370000000000001,2,-5.13,1,0.0519,0.00549,0.0,0.387,0.402,124.007,HAPPY
David Guetta,Titanium (feat. Sia),245040,2011,64,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,ANGRY
fun.,Some Nights,277040,2012,71,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,SAD
Mac DeMarco,My Kind of Woman,190846,2012,73,0.501,0.765,6,-7.063,0,0.0281,0.00294,0.49,0.184,0.46,91.769,SCARED
Calvin Harris,Feel So Close - Radio Edit,206413,2012,76,0.7070000000000001,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,ANGRY
Avicii,Wake Me Up,247427,2013,84,0.532,0.7829999999999999,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,ANGRY
Kodaline,All I Want,305747,2013,80,0.209,0.412,0,-9.733,1,0.0443,0.172,0.15,0.0843,0.162,86.26,SAD
Current Joys,New Flesh,167987,2013,73,0.621,0.594,9,-16.066,1,0.0384,0.887,0.498,0.0917,0.698,165.863,SCARED
Eminem,Rap God,363521,2013,77,0.708,0.843,7,-2.66,1,0.314,0.397,0.0,0.799,0.625,148.14,ANGRY
OneRepublic,Counting Stars,257840,2014,74,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.115,0.477,122.017,SCARED
Calvin Harris,Summer,222533,2014,81,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,ANGRY
Labrinth,Jealous,287693,2014,79,0.435,0.155,1,-8.948,1,0.046,0.873,0.0,0.107,0.0935,128.532,SAD
Little Big Town,Girl Crush,193320,2014,69,0.5,0.225,0,-10.22,1,0.0302,0.8420000000000001,0.0,0.112,0.355,173.78799999999995,SAD
The Walters,I Love You So,160254,2014,70,0.578,0.669,10,-4.898,1,0.0377,0.65,0.0,0.13,0.503,75.995,SCARED
Coldplay,A Sky Full of Stars,268467,2014,77,0.551,0.636,6,-7.125,1,0.0281,0.00713,0.00203,0.217,0.153,124.996,HAPPY
Young the Giant,Mind Over Matter,244693,2014,69,0.466,0.763,0,-4.448,1,0.0318,0.0005009999999999,0.0,0.0973,0.293,154.914,SAD
Lord Huron,The Night We Met,208212,2015,75,0.545,0.366,2,-9.51,1,0.0378,0.969,0.267,0.6409999999999999,0.1,86.99700000000001,SAD
The Neighbourhood,Daddy Issues,260173,2015,78,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,SAD
Cavetown,This Is Home,226073,2015,74,0.81,0.266,7,-12.478,1,0.0407,0.56,1.05e-06,0.0962,0.212,130.041,SCARED
"""Olivia O'Brien""",Complicated,189000,2015,77,0.657,0.355,7,-12.044,1,0.0714,0.6940000000000001,0.000427,0.123,0.0808,74.99,SAD
Tame Impala,Let It Happen,467587,2015,74,0.602,0.8809999999999999,1,-5.875,0,0.0443,0.00462,0.0266,0.111,0.5770000000000001,125.012,ANGRY
Beach House,Space Song,320467,2015,68,0.509,0.79,0,-7.105,0,0.0293,0.218,0.125,0.144,0.625,147.07299999999995,SCARED
Mild High Club,Homage,177493,2016,75,0.546,0.468,5,-8.167,1,0.0287,0.153,0.00257,0.321,0.416,73.372,SCARED
Cuco,Lover Is a Day,456000,2016,73,0.406,0.647,3,-10.453,1,0.0413,0.0427,0.193,0.1,0.344,180.044,SCARED
Adele,When We Were Young,290907,2016,72,0.381,0.594,3,-5.97,1,0.0486,0.348,0.0,0.0925,0.273,143.86,HAPPY
Imagine Dragons,Believer,204347,2017,87,0.7759999999999999,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,0.6659999999999999,124.949,ANGRY
Ed Sheeran,Perfect,263400,2017,86,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,HAPPY
Billie Eilish,idontwannabeyouanymore,203569,2017,82,0.483,0.412,7,-8.461,1,0.0402,0.737,0.0,0.116,0.247,170.16299999999995,SAD
Imagine Dragons,Thunder,187147,2017,84,0.605,0.8220000000000001,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,SCARED
NF,If You Want Love,199387,2017,78,0.551,0.386,0,-10.22,1,0.132,0.659,0.0,0.125,0.245,116.409,SAD
Khalid,Coaster,199120,2017,76,0.441,0.219,8,-14.586,1,0.0419,0.935,0.0,0.115,0.244,94.021,SAD
Ed Sheeran,Shape of You,233713,2017,85,0.825,0.652,1,-3.1830000000000003,0,0.0802,0.581,0.0,0.0931,0.931,95.977,HAPPY
Clairo,Pretty Girl,178352,2017,77,0.93,0.611,0,-4.4060000000000015,1,0.0415,0.593,0.00124,0.0592,0.695,112.127,SCARED
Ed Sheeran,Happier,207520,2017,81,0.522,0.385,0,-7.355,1,0.0288,0.536,0.0,0.135,0.236,89.792,HAPPY
Clairo,Flaming Hot Cheetos,123884,2017,76,0.8170000000000001,0.551,7,-9.33,0,0.133,0.865,0.000151,0.101,0.142,109.966,SCARED
"Billie Eilish, Khalid",lovely (with Khalid),200186,2018,89,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,SAD
Joji,SLOW DANCING IN THE DARK,209274,2018,84,0.515,0.479,3,-7.457999999999997,1,0.0261,0.544,0.00598,0.191,0.284,88.964,SCARED
"Marshmello, Bastille",Happier,214290,2018,86,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.1669999999999999,0.6709999999999999,100.015,ANGRY
Travis Scott,BUTTERFLY EFFECT,190557,2018,85,0.763,0.628,11,-5.85,1,0.05,0.0531,0.0,0.114,0.193,140.958,HAPPY
"Kina, Snøw",Get You The Moon (feat. Snøw),179080,2018,85,0.498,0.235,1,-16.541,0,0.188,0.72,0.0,0.144,0.0895,118.917,SAD
Joji,YEAH RIGHT,174358,2018,80,0.672,0.588,1,-9.573,1,0.133,0.619,0.241,0.0992,0.204,169.033,SCARED
Dan + Shay,Tequila,196747,2018,76,0.489,0.581,11,-5.731,1,0.0281,0.0312,0.0,0.132,0.494,86.016,SAD
Calum Scott,Dancing On My Own,260285,2018,82,0.682,0.173,1,-8.749,1,0.0314,0.8390000000000001,3.26e-05,0.0983,0.236,112.663,SAD
Alec Benjamin,Water Fountain,218893,2018,79,0.723,0.504,8,-5.572,1,0.0392,0.388,7.4e-05,0.087,0.551,133.975,SAD
Jeremy Zucker,all the kids are depressed,169973,2018,79,0.773,0.4370000000000001,9,-8.281,1,0.0963,0.836,2.42e-05,0.544,0.7070000000000001,103.861,SAD
Lewis Capaldi,Someone You Loved,182161,2019,92,0.501,0.405,1,-5.6789999999999985,1,0.0319,0.7509999999999999,0.0,0.105,0.446,109.891,SAD
Billie Eilish,everything i wanted,245426,2019,90,0.7040000000000001,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,SAD
"JP Saxe, Julia Michaels",If the World Was Ending - feat. Julia Michaels,208687,2019,89,0.464,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,0.604,75.801,SAD
Maroon 5,Memories,189486,2019,91,0.764,0.32,11,-7.209,1,0.0546,0.8370000000000001,0.0,0.0822,0.575,91.019,SAD
Lewis Capaldi,Before You Go,215107,2019,88,0.459,0.575,3,-4.8580000000000005,1,0.0573,0.604,0.0,0.0885,0.183,111.881,SAD
Harry Styles,Falling,240133,2019,87,0.5670000000000001,0.267,4,-6.502000000000002,1,0.0299,0.8390000000000001,1.46e-06,0.089,0.0592,110.011,SAD
Billie Eilish,i love you,291796,2019,83,0.421,0.131,0,-18.435,1,0.0382,0.952,0.0045299999999999,0.109,0.12,137.446,SAD
Ariana Grande,"thank u, next",207320,2019,85,0.7170000000000001,0.653,1,-5.634,1,0.0658,0.229,0.0,0.101,0.412,106.966,HAPPY
Lewis Capaldi,Bruises,220492,2019,85,0.736,0.308,4,-7.83,1,0.0677,0.946,0.0,0.186,0.361,111.202,SAD
The Weeknd,Blinding Lights,200040,2020,100,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,HAPPY
Madison Beer,Selfish,223270,2020,86,0.378,0.461,9,-6.202000000000001,1,0.0275,0.627,0.0,0.386,0.232,75.363,SAD
Alexander 23,IDK You Yet,184638,2020,84,0.629,0.306,1,-11.735,1,0.0424,0.884,0.0776,0.124,0.191,76.994,SAD
Noah Cyrus,July,156106,2020,83,0.708,0.186,9,-8.953,0,0.042,0.868,0.0,0.0779,0.322,72.541,SAD
Lata Mangeshkar,Jiya Beqarar Hai,186000,1949,13,0.738,0.5820000000000001,3,-9.035,1,0.0316,0.906,0.00301,0.404,0.951,107.038,HAPPY
Queen,We Are The Champions,180667,1977,51,0.476,0.455,10,-7.845,1,0.0298,0.255,0.0,0.101,0.189,94.504,SCARED
Mariah Carey,Honey,299827,1997,60,0.6940000000000001,0.823,1,-6.755,1,0.0917,0.118,7.11e-06,0.152,0.6829999999999999,95.83,SCARED
George Jones,He Stopped Loving Her Today,197400,1998,54,0.333,0.232,8,-14.605,1,0.0366,0.785,0.000548,0.252,0.398,144.78799999999995,SAD
Manu Chao,Me Gustas Tu,239987,2001,71,0.657,0.741,11,-6.822,0,0.0825,0.6629999999999999,0.494,0.222,0.908,175.949,HAPPY
Eminem,Just Lose It,248680,2004,65,0.94,0.633,8,-3.56,1,0.0467,0.0581,4.04e-05,0.281,0.962,121.003,ANGRY
Green Day,Holiday / Boulevard of Broken Dreams,493400,2004,61,0.29,0.8270000000000001,8,-3.451,1,0.0362,0.000659,2.55e-06,0.301,0.45,167.08599999999996,ANGRY
The Fray,Look After You,266773,2005,65,0.447,0.5920000000000001,6,-3.015,0,0.0319,0.0575,4.47e-06,0.13,0.283,78.039,SAD
ABBA,Dancing Queen,231093,2008,65,0.512,0.93,9,-4.3439999999999985,1,0.0508,0.168,0.00119,0.561,0.677,100.542,HAPPY
"deadmau5, Rob Swire",Ghosts 'n' Stuff,328747,2009,61,0.611,0.613,8,-6.942,1,0.129,4.73e-05,0.105,0.159,0.491,127.979,ANGRY
Taylor Swift,Mean,237733,2010,63,0.568,0.7609999999999999,4,-3.987,1,0.0459,0.452,0.0,0.217,0.789,163.97400000000005,SAD
Taylor Swift,Mine,230707,2010,62,0.624,0.757,7,-2.94,1,0.0296,0.00265,1.87e-06,0.189,0.6579999999999999,121.07,SAD
Ed Sheeran,Give Me Love,526387,2011,73,0.526,0.328,1,-9.864,1,0.0461,0.6940000000000001,0.0,0.112,0.11,116.068,SAD
The Drums,Money,233655,2011,61,0.603,0.918,4,-6.652,0,0.0641,0.216,0.146,0.287,0.452,102.473,SCARED
Harmless,Swing Lynn,321464,2012,67,0.462,0.945,2,-1.888,1,0.0401,0.0534,0.7490000000000001,0.11,0.471,165.15599999999995,SCARED
Daughter,Medicine,258973,2012,64,0.166,0.298,3,-12.439,1,0.032,0.106,0.206,0.5720000000000001,0.207,78.437,SAD
Cults,Always Forever,223747,2013,67,0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378,SCARED
Current Joys,Blondie,194733,2013,65,0.7759999999999999,0.625,6,-12.561,1,0.0396,0.622,0.8959999999999999,0.086,0.865,122.072,SCARED
TV Girl,Lovers Rock,213920,2014,66,0.5589999999999999,0.871,5,-5.337999999999999,0,0.0392,7.53e-06,0.00524,0.096,0.573,104.976,SCARED
Alan Walker,Faded,212627,2015,76,0.589,0.6509999999999999,6,-5.097,1,0.0306,0.0291,3.2e-06,0.111,0.166,90.01100000000002,ANGRY
Marshmello,Alone,273803,2016,77,0.631,0.953,2,-3.739,1,0.0343,0.0241,0.0155,0.108,0.422,141.99,ANGRY
Christian Leave,Please Notice,116667,2016,71,0.55,0.271,2,-8.451,1,0.0297,0.843,3.21e-06,0.107,0.198,111.344,SAD
Sleeping At Last,Already Gone,243007,2016,73,0.418,0.248,3,-9.997,1,0.0451,0.954,4.21e-06,0.108,0.298,130.953,SAD
NF,How Could You Leave Us,322587,2016,70,0.536,0.708,6,-7.8820000000000014,1,0.758,0.513,0.0,0.0951,0.09,78.33,SAD
Shawn Mendes,There's Nothing Holdin' Me Back,199440,2017,81,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,HAPPY
Tate McRae,One Day,202496,2017,76,0.52,0.119,0,-12.148,1,0.0407,0.922,0.0,0.0883,0.355,69.217,SAD
Green Day,Boulevard of Broken Dreams,262333,2017,74,0.496,0.682,8,-4.095,1,0.0294,0.00552,2.94e-05,0.0589,0.474,167.06,ANGRY
girl in red,we fell in love in october,184154,2018,79,0.5660000000000001,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.959,SCARED
"Kina, Adriana Proenza",Can We Kiss Forever?,187932,2018,84,0.522,0.128,4,-18.717,1,0.0357,0.894,0.026,0.0941,0.124,109.986,SAD
Pink Sweat$,Honesty,189000,2018,71,0.66,0.139,6,-16.339000000000002,0,0.0322,0.964,8.02e-06,0.104,0.306,79.976,SAD
Imagine Dragons,Natural,189467,2018,82,0.7040000000000001,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0,SCARED
Alessia Cara,Out Of Love,227693,2018,78,0.4920000000000001,0.267,7,-9.25,1,0.0336,0.8,0.0,0.249,0.1369999999999999,117.679,SAD
Dan + Shay,Tequila,195987,2018,73,0.474,0.594,11,-5.756,1,0.0289,0.0292,0.0,0.133,0.503,86.131,SAD
Billie Eilish,listen before i go,242652,2019,79,0.319,0.0561,0,-23.023000000000003,1,0.045,0.935,0.00384,0.388,0.0819999999999999,79.764,SAD
